,node,centrality,community,density
26638,6924,1,4,0.001555234045661817
26674,6959,1,4,0.001555234045661817
26747,7026,1,4,0.001555234045661817
26749,13778,1,4,0.001555234045661817
26758,13897,1,4,0.001555234045661817
26793,27473,1,4,0.001555234045661817
26816,2041,1,4,0.001555234045661817
26831,10507,1,4,0.001555234045661817
26858,29507,1,4,0.001555234045661817
26868,22506,1,4,0.001555234045661817
26879,29028,1,4,0.001555234045661817
26889,28830,1,4,0.001555234045661817
26899,7042,1,4,0.001555234045661817
26922,7062,1,4,0.001555234045661817
26927,31440,1,4,0.001555234045661817
27011,9989,1,4,0.001555234045661817
27016,36866,1,4,0.001555234045661817
27061,6650,1,4,0.001555234045661817
27215,7265,1,4,0.001555234045661817
27231,37412,1,4,0.001555234045661817
27250,23811,1,4,0.001555234045661817
27310,23365,1,4,0.001555234045661817
27365,7347,1,4,0.001555234045661817
27392,7367,1,4,0.001555234045661817
27407,23362,1,4,0.001555234045661817
27488,7463,1,4,0.001555234045661817
27489,25776,1,4,0.001555234045661817
27527,8114,1,4,0.001555234045661817
27532,7493,1,4,0.001555234045661817
27586,7552,1,4,0.001555234045661817
27690,7632,1,4,0.001555234045661817
27709,7648,1,4,0.001555234045661817
27743,7680,1,4,0.001555234045661817
27800,7743,1,4,0.001555234045661817
27813,29479,1,4,0.001555234045661817
27830,10268,1,4,0.001555234045661817
27876,16560,1,4,0.001555234045661817
27887,7813,1,4,0.001555234045661817
27898,7823,1,4,0.001555234045661817
27926,24098,1,4,0.001555234045661817
27995,7894,1,4,0.001555234045661817
28028,7930,1,4,0.001555234045661817
28030,30361,1,4,0.001555234045661817
28072,18142,1,4,0.001555234045661817
28154,17811,1,4,0.001555234045661817
28205,8111,1,4,0.001555234045661817
28212,29712,1,4,0.001555234045661817
28287,8214,1,4,0.001555234045661817
28292,8220,1,4,0.001555234045661817
28336,8282,1,4,0.001555234045661817
28394,8335,1,4,0.001555234045661817
28400,33598,1,4,0.001555234045661817
28440,8362,1,4,0.001555234045661817
28454,8383,1,4,0.001555234045661817
28476,8408,1,4,0.001555234045661817
28488,8426,1,4,0.001555234045661817
28496,8432,1,4,0.001555234045661817
28510,8443,1,4,0.001555234045661817
28553,13370,1,4,0.001555234045661817
28554,8501,1,4,0.001555234045661817
28578,15884,1,4,0.001555234045661817
28712,8800,1,4,0.001555234045661817
28728,8579,1,4,0.001555234045661817
28761,8614,1,4,0.001555234045661817
28827,15620,1,4,0.001555234045661817
28836,8664,1,4,0.001555234045661817
28872,8710,1,4,0.001555234045661817
28880,29323,1,4,0.001555234045661817
28881,4591,1,4,0.001555234045661817
28968,21965,1,4,0.001555234045661817
29081,8956,1,4,0.001555234045661817
29119,9002,1,4,0.001555234045661817
29129,35654,1,4,0.001555234045661817
29135,33066,1,4,0.001555234045661817
29139,9026,1,4,0.001555234045661817
29140,9027,1,4,0.001555234045661817
29143,9031,1,4,0.001555234045661817
29147,24101,1,4,0.001555234045661817
29380,35481,1,4,0.001555234045661817
29397,19854,1,4,0.001555234045661817
29498,9231,1,4,0.001555234045661817
29506,9242,1,4,0.001555234045661817
29508,14183,1,4,0.001555234045661817
29510,10174,1,4,0.001555234045661817
29517,9258,1,4,0.001555234045661817
29566,19850,1,4,0.001555234045661817
29612,7630,1,4,0.001555234045661817
29659,35740,1,4,0.001555234045661817
29674,16647,1,4,0.001555234045661817
29677,9488,1,4,0.001555234045661817
29678,9490,1,4,0.001555234045661817
29702,9525,1,4,0.001555234045661817
29729,9558,1,4,0.001555234045661817
29732,9563,1,4,0.001555234045661817
29749,9585,1,4,0.001555234045661817
29760,32685,1,4,0.001555234045661817
29775,9619,1,4,0.001555234045661817
29841,14359,1,4,0.001555234045661817
29847,30555,1,4,0.001555234045661817
29864,18726,1,4,0.001555234045661817
29865,23734,1,4,0.001555234045661817
29883,32700,1,4,0.001555234045661817
29914,9734,1,4,0.001555234045661817
29923,9741,1,4,0.001555234045661817
29966,29523,1,4,0.001555234045661817
29970,24902,1,4,0.001555234045661817
29987,13037,1,4,0.001555234045661817
29989,33121,1,4,0.001555234045661817
30007,15012,1,4,0.001555234045661817
30012,9800,1,4,0.001555234045661817
30042,17801,1,4,0.001555234045661817
30062,9860,1,4,0.001555234045661817
30121,9918,1,4,0.001555234045661817
30146,32747,1,4,0.001555234045661817
30347,10011,1,4,0.001555234045661817
30359,16786,1,4,0.001555234045661817
30390,16146,1,4,0.001555234045661817
30421,23435,1,4,0.001555234045661817
30424,35102,1,4,0.001555234045661817
30464,29945,1,4,0.001555234045661817
30486,15533,1,4,0.001555234045661817
30534,10239,1,4,0.001555234045661817
30535,14825,1,4,0.001555234045661817
30563,20038,1,4,0.001555234045661817
30575,10310,1,4,0.001555234045661817
30586,12248,1,4,0.001555234045661817
30594,10334,1,4,0.001555234045661817
30647,11815,1,4,0.001555234045661817
30649,16566,1,4,0.001555234045661817
30660,29565,1,4,0.001555234045661817
30761,10522,1,4,0.001555234045661817
30809,11307,1,4,0.001555234045661817
30896,1781,1,4,0.001555234045661817
30904,20087,1,4,0.001555234045661817
30911,10649,1,4,0.001555234045661817
30928,10680,1,4,0.001555234045661817
30949,32881,1,4,0.001555234045661817
30960,10705,1,4,0.001555234045661817
30983,36362,1,4,0.001555234045661817
30992,10760,1,4,0.001555234045661817
30994,29890,1,4,0.001555234045661817
31036,35207,1,4,0.001555234045661817
31037,12113,1,4,0.001555234045661817
31042,29527,1,4,0.001555234045661817
31055,34369,1,4,0.001555234045661817
31058,22588,1,4,0.001555234045661817
31107,34828,1,4,0.001555234045661817
31123,10961,1,4,0.001555234045661817
31131,26394,1,4,0.001555234045661817
31132,10976,1,4,0.001555234045661817
31150,13635,1,4,0.001555234045661817
31155,11008,1,4,0.001555234045661817
31170,11033,1,4,0.001555234045661817
31328,20153,1,4,0.001555234045661817
31394,11223,1,4,0.001555234045661817
31404,19493,1,4,0.001555234045661817
31446,11270,1,4,0.001555234045661817
31664,11549,1,4,0.001555234045661817
31682,31477,1,4,0.001555234045661817
31716,33234,1,4,0.001555234045661817
31720,8660,1,4,0.001555234045661817
31721,11589,1,4,0.001555234045661817
31730,11610,1,4,0.001555234045661817
31741,14952,1,4,0.001555234045661817
31744,11633,1,4,0.001555234045661817
31783,14599,1,4,0.001555234045661817
31789,15381,1,4,0.001555234045661817
31790,16102,1,4,0.001555234045661817
31791,31006,1,4,0.001555234045661817
31822,27145,1,4,0.001555234045661817
31825,13117,1,4,0.001555234045661817
31831,29802,1,4,0.001555234045661817
31839,11772,1,4,0.001555234045661817
31843,12951,1,4,0.001555234045661817
31850,32423,1,4,0.001555234045661817
31854,11787,1,4,0.001555234045661817
31857,16795,1,4,0.001555234045661817
31863,20258,1,4,0.001555234045661817
31871,32366,1,4,0.001555234045661817
31874,11808,1,4,0.001555234045661817
31909,11833,1,4,0.001555234045661817
31960,26269,1,4,0.001555234045661817
31981,11945,1,4,0.001555234045661817
32017,34076,1,4,0.001555234045661817
32020,12026,1,4,0.001555234045661817
32022,12031,1,4,0.001555234045661817
32036,12061,1,4,0.001555234045661817
32038,17557,1,4,0.001555234045661817
32043,12074,1,4,0.001555234045661817
32070,34608,1,4,0.001555234045661817
32078,20652,1,4,0.001555234045661817
32083,12129,1,4,0.001555234045661817
32095,17421,1,4,0.001555234045661817
32151,12212,1,4,0.001555234045661817
32155,24380,1,4,0.001555234045661817
32166,12241,1,4,0.001555234045661817
32175,18465,1,4,0.001555234045661817
32176,12263,1,4,0.001555234045661817
32210,12325,1,4,0.001555234045661817
32247,4352,1,4,0.001555234045661817
32309,33205,1,4,0.001555234045661817
32361,36429,1,4,0.001555234045661817
32369,15809,1,4,0.001555234045661817
32379,10619,1,4,0.001555234045661817
32384,12598,1,4,0.001555234045661817
32425,12663,1,4,0.001555234045661817
32426,12664,1,4,0.001555234045661817
32433,22754,1,4,0.001555234045661817
32439,12694,1,4,0.001555234045661817
32448,12719,1,4,0.001555234045661817
32453,12747,1,4,0.001555234045661817
32481,30503,1,4,0.001555234045661817
32518,12882,1,4,0.001555234045661817
32540,14530,1,4,0.001555234045661817
32541,12948,1,4,0.001555234045661817
32542,12952,1,4,0.001555234045661817
32551,18865,1,4,0.001555234045661817
32555,12972,1,4,0.001555234045661817
32568,12987,1,4,0.001555234045661817
32573,12993,1,4,0.001555234045661817
32582,23849,1,4,0.001555234045661817
32584,31150,1,4,0.001555234045661817
32591,31857,1,4,0.001555234045661817
32595,13040,1,4,0.001555234045661817
32613,9927,1,4,0.001555234045661817
32641,13123,1,4,0.001555234045661817
32663,24093,1,4,0.001555234045661817
32664,16005,1,4,0.001555234045661817
32665,17504,1,4,0.001555234045661817
32668,13190,1,4,0.001555234045661817
32669,37190,1,4,0.001555234045661817
32687,33349,1,4,0.001555234045661817
32709,13260,1,4,0.001555234045661817
32785,13380,1,4,0.001555234045661817
32809,22258,1,4,0.001555234045661817
32822,13462,1,4,0.001555234045661817
32834,13515,1,4,0.001555234045661817
32869,13588,1,4,0.001555234045661817
32871,13591,1,4,0.001555234045661817
32911,27462,1,4,0.001555234045661817
32914,16295,1,4,0.001555234045661817
32916,32933,1,4,0.001555234045661817
32919,18733,1,4,0.001555234045661817
32922,35631,1,4,0.001555234045661817
32926,28171,1,4,0.001555234045661817
32931,16,1,4,0.001555234045661817
32932,25872,1,4,0.001555234045661817
32941,21264,1,4,0.001555234045661817
32954,16971,1,4,0.001555234045661817
32959,31258,1,4,0.001555234045661817
32960,26407,1,4,0.001555234045661817
32962,14840,1,4,0.001555234045661817
32963,29792,1,4,0.001555234045661817
32964,28827,1,4,0.001555234045661817
32967,17150,1,4,0.001555234045661817
32971,24135,1,4,0.001555234045661817
32977,17862,1,4,0.001555234045661817
32979,36609,1,4,0.001555234045661817
32981,34057,1,4,0.001555234045661817
32982,24325,1,4,0.001555234045661817
32983,15839,1,4,0.001555234045661817
32987,3559,1,4,0.001555234045661817
32994,25988,1,4,0.001555234045661817
32995,22156,1,4,0.001555234045661817
33005,27835,1,4,0.001555234045661817
33006,12647,1,4,0.001555234045661817
33008,15581,1,4,0.001555234045661817
33010,13659,1,4,0.001555234045661817
33015,30445,1,4,0.001555234045661817
33018,29728,1,4,0.001555234045661817
33020,20285,1,4,0.001555234045661817
33023,599,1,4,0.001555234045661817
33032,21708,1,4,0.001555234045661817
33039,35103,1,4,0.001555234045661817
33043,13652,1,4,0.001555234045661817
33056,36387,1,4,0.001555234045661817
33082,13702,1,4,0.001555234045661817
33091,33579,1,4,0.001555234045661817
33101,13732,1,4,0.001555234045661817
33130,13808,1,4,0.001555234045661817
33164,13886,1,4,0.001555234045661817
33195,33783,1,4,0.001555234045661817
33196,13968,1,4,0.001555234045661817
33259,23720,1,4,0.001555234045661817
33279,36270,1,4,0.001555234045661817
33328,10225,1,4,0.001555234045661817
33335,14598,1,4,0.001555234045661817
33340,14241,1,4,0.001555234045661817
33400,26976,1,4,0.001555234045661817
33542,14567,1,4,0.001555234045661817
33568,17524,1,4,0.001555234045661817
33570,14622,1,4,0.001555234045661817
33571,14623,1,4,0.001555234045661817
33574,19350,1,4,0.001555234045661817
33589,37425,1,4,0.001555234045661817
33591,19406,1,4,0.001555234045661817
33595,26750,1,4,0.001555234045661817
33628,14742,1,4,0.001555234045661817
33632,14748,1,4,0.001555234045661817
33685,14849,1,4,0.001555234045661817
33686,14851,1,4,0.001555234045661817
33708,14916,1,4,0.001555234045661817
33714,29483,1,4,0.001555234045661817
33721,37306,1,4,0.001555234045661817
33801,37373,1,4,0.001555234045661817
33814,19068,1,4,0.001555234045661817
33898,30777,1,4,0.001555234045661817
33903,15205,1,4,0.001555234045661817
33931,20771,1,4,0.001555234045661817
33934,15301,1,4,0.001555234045661817
33940,19060,1,4,0.001555234045661817
33948,15330,1,4,0.001555234045661817
33951,24330,1,4,0.001555234045661817
33966,13852,1,4,0.001555234045661817
33968,21110,1,4,0.001555234045661817
33984,15402,1,4,0.001555234045661817
33986,29722,1,4,0.001555234045661817
33989,2195,1,4,0.001555234045661817
33990,18767,1,4,0.001555234045661817
33993,32816,1,4,0.001555234045661817
33994,26382,1,4,0.001555234045661817
33995,7369,1,4,0.001555234045661817
33997,17737,1,4,0.001555234045661817
34026,16913,1,4,0.001555234045661817
34033,37122,1,4,0.001555234045661817
34058,6508,1,4,0.001555234045661817
34059,34656,1,4,0.001555234045661817
34065,15527,1,4,0.001555234045661817
34069,15534,1,4,0.001555234045661817
34075,12196,1,4,0.001555234045661817
34082,35346,1,4,0.001555234045661817
34086,15595,1,4,0.001555234045661817
34105,33499,1,4,0.001555234045661817
34108,34406,1,4,0.001555234045661817
34149,19739,1,4,0.001555234045661817
34151,15759,1,4,0.001555234045661817
34164,15776,1,4,0.001555234045661817
34220,23719,1,4,0.001555234045661817
34227,30159,1,4,0.001555234045661817
34231,36664,1,4,0.001555234045661817
34234,27544,1,4,0.001555234045661817
34248,36705,1,4,0.001555234045661817
34255,16062,1,4,0.001555234045661817
34285,22448,1,4,0.001555234045661817
34295,16180,1,4,0.001555234045661817
34298,16186,1,4,0.001555234045661817
34305,16200,1,4,0.001555234045661817
34326,36822,1,4,0.001555234045661817
34351,25868,1,4,0.001555234045661817
34357,16339,1,4,0.001555234045661817
34368,29752,1,4,0.001555234045661817
34377,14958,1,4,0.001555234045661817
34388,21809,1,4,0.001555234045661817
34395,16438,1,4,0.001555234045661817
34414,16532,1,4,0.001555234045661817
34416,16542,1,4,0.001555234045661817
34431,16586,1,4,0.001555234045661817
34483,30977,1,4,0.001555234045661817
34486,29657,1,4,0.001555234045661817
34508,16784,1,4,0.001555234045661817
34526,16820,1,4,0.001555234045661817
34547,16863,1,4,0.001555234045661817
34562,14692,1,4,0.001555234045661817
34567,21328,1,4,0.001555234045661817
34573,16967,1,4,0.001555234045661817
34578,16983,1,4,0.001555234045661817
34654,17445,1,4,0.001555234045661817
34657,18576,1,4,0.001555234045661817
34664,17225,1,4,0.001555234045661817
34672,17240,1,4,0.001555234045661817
34697,20411,1,4,0.001555234045661817
34698,19251,1,4,0.001555234045661817
34728,22986,1,4,0.001555234045661817
34744,17426,1,4,0.001555234045661817
34747,17439,1,4,0.001555234045661817
34762,3574,1,4,0.001555234045661817
34790,29153,1,4,0.001555234045661817
34796,34880,1,4,0.001555234045661817
34798,22105,1,4,0.001555234045661817
34802,17614,1,4,0.001555234045661817
34805,17629,1,4,0.001555234045661817
34806,33474,1,4,0.001555234045661817
34838,20497,1,4,0.001555234045661817
34859,25300,1,4,0.001555234045661817
34860,32541,1,4,0.001555234045661817
34923,10200,1,4,0.001555234045661817
34934,18004,1,4,0.001555234045661817
34958,20238,1,4,0.001555234045661817
34964,18101,1,4,0.001555234045661817
34976,18132,1,4,0.001555234045661817
34978,18141,1,4,0.001555234045661817
34990,18182,1,4,0.001555234045661817
34991,27041,1,4,0.001555234045661817
34996,18210,1,4,0.001555234045661817
35024,18302,1,4,0.001555234045661817
35045,18382,1,4,0.001555234045661817
35073,18463,1,4,0.001555234045661817
35097,18556,1,4,0.001555234045661817
35100,19171,1,4,0.001555234045661817
35114,18627,1,4,0.001555234045661817
35172,30702,1,4,0.001555234045661817
35197,2841,1,4,0.001555234045661817
35202,18858,1,4,0.001555234045661817
35205,21680,1,4,0.001555234045661817
35209,18880,1,4,0.001555234045661817
35220,18922,1,4,0.001555234045661817
35221,18923,1,4,0.001555234045661817
35252,19009,1,4,0.001555234045661817
35264,23007,1,4,0.001555234045661817
35271,24760,1,4,0.001555234045661817
35290,34419,1,4,0.001555234045661817
35304,35022,1,4,0.001555234045661817
35443,29608,1,4,0.001555234045661817
35451,19301,1,4,0.001555234045661817
35462,27414,1,4,0.001555234045661817
35504,33261,1,4,0.001555234045661817
35505,15985,1,4,0.001555234045661817
35507,19498,1,4,0.001555234045661817
35520,19558,1,4,0.001555234045661817
35522,19583,1,4,0.001555234045661817
35528,19603,1,4,0.001555234045661817
35544,1267,1,4,0.001555234045661817
35580,19814,1,4,0.001555234045661817
35588,19843,1,4,0.001555234045661817
35606,19946,1,4,0.001555234045661817
35642,24042,1,4,0.001555234045661817
35645,22962,1,4,0.001555234045661817
35658,10728,1,4,0.001555234045661817
35661,20107,1,4,0.001555234045661817
35686,29814,1,4,0.001555234045661817
35697,20241,1,4,0.001555234045661817
35711,37272,1,4,0.001555234045661817
35721,30920,1,4,0.001555234045661817
35723,20370,1,4,0.001555234045661817
35726,20383,1,4,0.001555234045661817
35735,30970,1,4,0.001555234045661817
35739,20423,1,4,0.001555234045661817
35741,21149,1,4,0.001555234045661817
35747,9441,1,4,0.001555234045661817
35756,37337,1,4,0.001555234045661817
35766,20527,1,4,0.001555234045661817
35817,20672,1,4,0.001555234045661817
35854,20818,1,4,0.001555234045661817
35866,33173,1,4,0.001555234045661817
35867,30120,1,4,0.001555234045661817
35873,20882,1,4,0.001555234045661817
35875,21191,1,4,0.001555234045661817
35897,37355,1,4,0.001555234045661817
35898,23218,1,4,0.001555234045661817
35913,28662,1,4,0.001555234045661817
35932,21218,1,4,0.001555234045661817
35953,30262,1,4,0.001555234045661817
35954,24576,1,4,0.001555234045661817
35977,23432,1,4,0.001555234045661817
35983,35095,1,4,0.001555234045661817
35986,21394,1,4,0.001555234045661817
35991,24379,1,4,0.001555234045661817
35998,21417,1,4,0.001555234045661817
36002,21431,1,4,0.001555234045661817
36021,22362,1,4,0.001555234045661817
36022,2019,1,4,0.001555234045661817
36035,9951,1,4,0.001555234045661817
36055,23982,1,4,0.001555234045661817
36057,29590,1,4,0.001555234045661817
36073,21791,1,4,0.001555234045661817
36078,21834,1,4,0.001555234045661817
36081,21838,1,4,0.001555234045661817
36089,30711,1,4,0.001555234045661817
36101,21905,1,4,0.001555234045661817
36118,22008,1,4,0.001555234045661817
36128,31658,1,4,0.001555234045661817
36129,22164,1,4,0.001555234045661817
36131,25680,1,4,0.001555234045661817
36135,35653,1,4,0.001555234045661817
36150,22176,1,4,0.001555234045661817
36156,23269,1,4,0.001555234045661817
36162,22242,1,4,0.001555234045661817
36181,32084,1,4,0.001555234045661817
36190,17843,1,4,0.001555234045661817
36191,37551,1,4,0.001555234045661817
36193,23483,1,4,0.001555234045661817
36218,33752,1,4,0.001555234045661817
36237,32599,1,4,0.001555234045661817
36239,32015,1,4,0.001555234045661817
36246,4644,1,4,0.001555234045661817
36247,22592,1,4,0.001555234045661817
36251,37278,1,4,0.001555234045661817
36290,22830,1,4,0.001555234045661817
36298,2790,1,4,0.001555234045661817
36299,34260,1,4,0.001555234045661817
36302,36003,1,4,0.001555234045661817
36304,19439,1,4,0.001555234045661817
36317,22920,1,4,0.001555234045661817
36329,35837,1,4,0.001555234045661817
36333,36784,1,4,0.001555234045661817
36336,23067,1,4,0.001555234045661817
36354,31435,1,4,0.001555234045661817
36355,33681,1,4,0.001555234045661817
36366,23910,1,4,0.001555234045661817
36390,32363,1,4,0.001555234045661817
36391,33347,1,4,0.001555234045661817
36402,23466,1,4,0.001555234045661817
36441,23597,1,4,0.001555234045661817
36452,15393,1,4,0.001555234045661817
36454,23652,1,4,0.001555234045661817
36457,23661,1,4,0.001555234045661817
36473,23686,1,4,0.001555234045661817
36479,23737,1,4,0.001555234045661817
36488,23803,1,4,0.001555234045661817
36490,23805,1,4,0.001555234045661817
36505,23873,1,4,0.001555234045661817
36518,23948,1,4,0.001555234045661817
36524,23969,1,4,0.001555234045661817
36530,30329,1,4,0.001555234045661817
36535,29316,1,4,0.001555234045661817
36536,24022,1,4,0.001555234045661817
36542,29506,1,4,0.001555234045661817
36559,10923,1,4,0.001555234045661817
36563,11298,1,4,0.001555234045661817
36565,24182,1,4,0.001555234045661817
36567,31360,1,4,0.001555234045661817
36577,35691,1,4,0.001555234045661817
36599,24393,1,4,0.001555234045661817
36603,32915,1,4,0.001555234045661817
36605,24441,1,4,0.001555234045661817
36616,24474,1,4,0.001555234045661817
36620,24492,1,4,0.001555234045661817
36638,8961,1,4,0.001555234045661817
36642,24601,1,4,0.001555234045661817
36665,24785,1,4,0.001555234045661817
36669,24803,1,4,0.001555234045661817
36675,2229,1,4,0.001555234045661817
36681,37446,1,4,0.001555234045661817
36699,25055,1,4,0.001555234045661817
36711,25117,1,4,0.001555234045661817
36717,25161,1,4,0.001555234045661817
36719,6435,1,4,0.001555234045661817
36741,4686,1,4,0.001555234045661817
36743,25315,1,4,0.001555234045661817
36758,16803,1,4,0.001555234045661817
36771,25516,1,4,0.001555234045661817
36773,8536,1,4,0.001555234045661817
36781,35753,1,4,0.001555234045661817
36783,28268,1,4,0.001555234045661817
36786,32418,1,4,0.001555234045661817
36788,33056,1,4,0.001555234045661817
36797,32583,1,4,0.001555234045661817
36801,25699,1,4,0.001555234045661817
36806,25736,1,4,0.001555234045661817
36821,25859,1,4,0.001555234045661817
36824,25875,1,4,0.001555234045661817
36825,31974,1,4,0.001555234045661817
36828,25914,1,4,0.001555234045661817
36836,20136,1,4,0.001555234045661817
36844,36536,1,4,0.001555234045661817
36845,37445,1,4,0.001555234045661817
36851,26038,1,4,0.001555234045661817
36853,32808,1,4,0.001555234045661817
36873,9457,1,4,0.001555234045661817
36874,4304,1,4,0.001555234045661817
36887,18188,1,4,0.001555234045661817
36893,26267,1,4,0.001555234045661817
36899,37316,1,4,0.001555234045661817
36904,30237,1,4,0.001555234045661817
36926,35782,1,4,0.001555234045661817
36929,37102,1,4,0.001555234045661817
36936,28987,1,4,0.001555234045661817
36937,14948,1,4,0.001555234045661817
36938,32125,1,4,0.001555234045661817
36939,27000,1,4,0.001555234045661817
36951,26717,1,4,0.001555234045661817
36975,26836,1,4,0.001555234045661817
36983,13864,1,4,0.001555234045661817
36988,10947,1,4,0.001555234045661817
36989,37236,1,4,0.001555234045661817
36994,33779,1,4,0.001555234045661817
36995,35160,1,4,0.001555234045661817
36998,32617,1,4,0.001555234045661817
37000,35526,1,4,0.001555234045661817
37004,27158,1,4,0.001555234045661817
37005,36619,1,4,0.001555234045661817
37006,31317,1,4,0.001555234045661817
37008,3291,1,4,0.001555234045661817
37009,26980,1,4,0.001555234045661817
37011,27214,1,4,0.001555234045661817
37015,26990,1,4,0.001555234045661817
37018,27004,1,4,0.001555234045661817
37025,36299,1,4,0.001555234045661817
37040,18034,1,4,0.001555234045661817
37047,27258,1,4,0.001555234045661817
37049,37088,1,4,0.001555234045661817
37052,37285,1,4,0.001555234045661817
37072,36647,1,4,0.001555234045661817
37073,19091,1,4,0.001555234045661817
37075,37254,1,4,0.001555234045661817
37080,2524,1,4,0.001555234045661817
37082,37531,1,4,0.001555234045661817
37083,6456,1,4,0.001555234045661817
37089,27621,1,4,0.001555234045661817
37098,28625,1,4,0.001555234045661817
37099,31270,1,4,0.001555234045661817
37110,27844,1,4,0.001555234045661817
37117,10442,1,4,0.001555234045661817
37118,27965,1,4,0.001555234045661817
37132,28099,1,4,0.001555234045661817
37135,26960,1,4,0.001555234045661817
37139,19690,1,4,0.001555234045661817
37155,30117,1,4,0.001555234045661817
37157,4412,1,4,0.001555234045661817
37158,3085,1,4,0.001555234045661817
37161,28255,1,4,0.001555234045661817
37165,35991,1,4,0.001555234045661817
37166,37532,1,4,0.001555234045661817
37171,28347,1,4,0.001555234045661817
37176,7432,1,4,0.001555234045661817
37177,22565,1,4,0.001555234045661817
37187,28534,1,4,0.001555234045661817
37200,30452,1,4,0.001555234045661817
37217,5229,1,4,0.001555234045661817
37218,34783,1,4,0.001555234045661817
37219,20078,1,4,0.001555234045661817
37221,31022,1,4,0.001555234045661817
37226,32748,1,4,0.001555234045661817
37227,18953,1,4,0.001555234045661817
37228,34490,1,4,0.001555234045661817
37229,34890,1,4,0.001555234045661817
37230,31109,1,4,0.001555234045661817
37232,31381,1,4,0.001555234045661817
37234,34584,1,4,0.001555234045661817
37235,30064,1,4,0.001555234045661817
37236,28967,1,4,0.001555234045661817
37238,36969,1,4,0.001555234045661817
37251,29057,1,4,0.001555234045661817
37256,29086,1,4,0.001555234045661817
37261,35036,1,4,0.001555234045661817
37268,36265,1,4,0.001555234045661817
37281,29260,1,4,0.001555234045661817
37295,29409,1,4,0.001555234045661817
37298,29435,1,4,0.001555234045661817
37301,29467,1,4,0.001555234045661817
37302,29489,1,4,0.001555234045661817
37312,28843,1,4,0.001555234045661817
37436,36669,1,4,0.001555234045661817
37438,32780,1,4,0.001555234045661817
37440,5741,1,4,0.001555234045661817
37444,31152,1,4,0.001555234045661817
37446,31251,1,4,0.001555234045661817
37453,30131,1,4,0.001555234045661817
37468,32253,1,4,0.001555234045661817
37483,36885,1,4,0.001555234045661817
37487,32312,1,4,0.001555234045661817
37495,34527,1,4,0.001555234045661817
37496,28999,1,4,0.001555234045661817
37501,5472,1,4,0.001555234045661817
37504,32838,1,4,0.001555234045661817
37508,31019,1,4,0.001555234045661817
37516,36137,1,4,0.001555234045661817
37517,30346,1,4,0.001555234045661817
37529,29286,1,4,0.001555234045661817
37551,13237,1,4,0.001555234045661817
37555,29457,1,4,0.001555234045661817
37556,35908,1,4,0.001555234045661817
37557,34990,1,4,0.001555234045661817
37558,31932,1,4,0.001555234045661817
37559,32005,1,4,0.001555234045661817
37565,28483,1,4,0.001555234045661817
37567,32028,1,4,0.001555234045661817
37573,32218,1,4,0.001555234045661817
37585,35146,1,4,0.001555234045661817
37586,32402,1,4,0.001555234045661817
37591,32495,1,4,0.001555234045661817
37598,32603,1,4,0.001555234045661817
37600,32643,1,4,0.001555234045661817
37602,35229,1,4,0.001555234045661817
37606,23756,1,4,0.001555234045661817
37609,32939,1,4,0.001555234045661817
37610,32988,1,4,0.001555234045661817
37624,33544,1,4,0.001555234045661817
37625,33562,1,4,0.001555234045661817
37631,33718,1,4,0.001555234045661817
37636,7009,1,4,0.001555234045661817
37652,28812,1,4,0.001555234045661817
37668,37561,1,4,0.001555234045661817
37670,36567,1,4,0.001555234045661817
37672,26285,1,4,0.001555234045661817
37676,4511,1,4,0.001555234045661817
37690,14505,1,4,0.001555234045661817
37691,37569,1,4,0.001555234045661817
37698,37409,1,4,0.001555234045661817
780,53,2,4,0.001555234045661817
943,91,2,4,0.001555234045661817
1101,102,2,4,0.001555234045661817
1420,6421,2,4,0.001555234045661817
1469,23013,2,4,0.001555234045661817
2315,24535,2,4,0.001555234045661817
2354,34265,2,4,0.001555234045661817
2478,20433,2,4,0.001555234045661817
2765,23680,2,4,0.001555234045661817
2837,31218,2,4,0.001555234045661817
2865,330,2,4,0.001555234045661817
3729,22248,2,4,0.001555234045661817
3737,17900,2,4,0.001555234045661817
4240,29276,2,4,0.001555234045661817
4544,28578,2,4,0.001555234045661817
4648,17483,2,4,0.001555234045661817
4823,36174,2,4,0.001555234045661817
5191,663,2,4,0.001555234045661817
5261,24300,2,4,0.001555234045661817
5429,707,2,4,0.001555234045661817
6020,808,2,4,0.001555234045661817
6179,31058,2,4,0.001555234045661817
6523,880,2,4,0.001555234045661817
6554,32432,2,4,0.001555234045661817
7029,18512,2,4,0.001555234045661817
7231,955,2,4,0.001555234045661817
7355,36900,2,4,0.001555234045661817
7363,27139,2,4,0.001555234045661817
7907,33157,2,4,0.001555234045661817
8146,16835,2,4,0.001555234045661817
8263,24800,2,4,0.001555234045661817
8379,25042,2,4,0.001555234045661817
8788,28821,2,4,0.001555234045661817
8902,36317,2,4,0.001555234045661817
9284,1222,2,4,0.001555234045661817
9325,28880,2,4,0.001555234045661817
9402,26862,2,4,0.001555234045661817
9521,1256,2,4,0.001555234045661817
9565,1276,2,4,0.001555234045661817
10266,1440,2,4,0.001555234045661817
10364,1455,2,4,0.001555234045661817
10436,17793,2,4,0.001555234045661817
11791,21880,2,4,0.001555234045661817
14401,10612,2,4,0.001555234045661817
14403,18613,2,4,0.001555234045661817
14404,13741,2,4,0.001555234045661817
14434,1541,2,4,0.001555234045661817
